M₁((p ∧ p) → M₃p) ∨ p;10052524166;3616848;false;2
(M₂M₃q ∨ (p → p)) ∨ p;6107562;3449200;true;2
(q → r) → M₂¬M₂q;10078239655;3616384;false;2
B₁r → B₃M₂(q ∨ r);73233532670;10434736;false;2
(p ∨ r) → M₂B₃(q ∨ r);10068551874;3687776;false;2
M₁M₁q → (¬q ∧ r);7976372;3516856;false;2
M₂(p → r) → B₃M₂q;79173135940;11337096;false;2
¬B₁B₃r → (r ∧ r);6334553;3517672;false;2
M₁M₃(q → p) → B₁q;120856925422;11445672;false;2
¬M₁M₁p → M₂q;87564213688;10442864;false;2
M₃M₃((p → r) → r) → r;4896273;3517424;false;2
B₃(M₃p ⇿ (q ∨ q)) → p;10020378807;3682960;false;2
B₃((M₃p ⇿ p) ∨ q) → p;10037113603;3682960;false;2
(q ∨ r) ⇿ (B₁M₃q ⇿ q);10621628765;3816616;false;2
B₁p ⇿ M₁B₂(q ∨ r);81268152781;10443872;false;2
(p → p) ⇿ M₃M₁(p ∨ q);10054415549;3683856;false;2
((p → p) ⇿ r) ⇿ B₁M₂r;6768733;3517328;false;2
M₂M₁¬r ⇿ B₁q;93377974618;11428328;false;2
M₁(B₃¬q ⇿ p) ⇿ p;4880008;3516920;false;2
¬M₁B₂(p ∧ r) ⇿ p;10073900095;3683688;false;2
M₁(M₂((p ∧ r) ∧ p) ⇿ q);10043156693;3686840;false;2
M₁(M₂r → M₃¬p);88315350230;10443272;false;2
M₁(((M₃p ⇿ p) ∨ q) ∨ q);10051186497;3684152;false;2
M₁M₁((q ∧ r) ∧ (q → r));10042155989;3684600;false;2
M₁¬M₂((p ⇿ q) ∨ q);10055189572;3684136;false;2
M₁((M₃(p ⇿ r) ⇿ q) ∧ q);10051467922;3684600;false;2
M₁((p ⇿ q) ⇿ (r ⇿ M₁p));10033523552;3685048;false;2
M₂((M₂r ∧ q) ∨ M₁q);76489465102;10443328;false;2
M₂(M₃r → B₃(q ∨ q));63723489387;10444096;false;2
M₂((q ∧ r) ⇿ B₂(p ∨ r));10016421905;3688224;false;2
M₂(M₂q ∧ M₃(q ∧ r));84886313067;10443328;false;2
M₂(((r ∨ r) ⇿ r) ⇿ M₂r);10128934425;3683744;false;2
M₂M₂(((r ∧ r) ∨ q) → r);10017780184;3685088;false;2
M₂¬M₂¬(q ⇿ r);10046608566;3685056;false;2
M₂(B₃(p → r) ⇿ B₂p);68324666947;10443472;false;2
M₂((r ∧ r) ∨ M₂(p → q));10046219308;3688816;false;2
M₃(((r ∧ r) ⇿ B₂p) → p);10084759717;3689712;false;2
M₃(B₃r ⇿ (M₂q ∧ p));76422576924;10443472;false;2
M₃(((M₃q → r) ∨ r) ∨ p);10081807401;3689264;false;2
M₃¬(¬p → B₃q);10066891758;3690128;false;2
M₃B₁¬¬(p → p);10068161030;3689680;false;2
M₃B₂¬¬(p → p);10047035915;3689232;false;2
M₃(B₃(p → r) ⇿ B₂p);72776025554;10443472;false;2
M₃(B₃p ⇿ (M₁q → r));64577150653;10443472;false;2
M₃((M₂q ∧ p) → M₂r);66395103631;10443472;false;2
B₁(B₁r ∨ B₁(q ⇿ r));123778526381;11327160;false;2
B₁B₁((r → p) ∧ (r → q));5070416;3518280;false;2
B₁M₃¬((p ∨ p) ∨ r);10106056785;3718736;false;2
B₁((M₃(p ⇿ r) ⇿ q) ∧ q);7202905;3518096;false;2
B₁(M₂(p ∨ q) ∨ (q ∧ r));10006911782;3715472;false;2
B₁B₃((q ∧ q) ⇿ (q → r));7942961;3518832;false;2
B₁((r ⇿ r) ∧ (B₁p ⇿ r));7374715;3516848;false;2
B₁(M₁q ∨ (M₃p → r));88190494125;11324888;false;2
B₁(B₂¬p ⇿ ¬q);5163904;3517456;false;2
B₁¬M₂((p ⇿ q) ∨ q);5051567;3518344;false;2
B₁((q ∨ r) ∨ (B₃p ⇿ p));7984343;3517888;false;2
B₂M₂((p ⇿ r) ∨ (p ∧ q));10116109659;3710768;false;2
B₂B₁(((q ⇿ r) ⇿ r) → r);7366776;3518360;false;2
B₂(M₂r → M₃¬p);86563016529;11417872;false;2
B₂(B₂((p → r) → q) ⇿ p);10079874290;3718832;false;2
B₂((q ∧ r) ⇿ B₂(p ∨ r));7510062;3518640;false;2
B₂M₃¬((p ∨ p) ∨ r);10005847518;3717472;false;2
B₂(M₂q ∧ M₃(q ∧ r));325998238;3935744;false;2
B₂B₁¬¬(p → p);6996790;3517856;true;2
B₃(M₂q ∧ M₃(q ∧ r));253195302;3935744;false;2
B₃((¬q ∧ q) ∧ B₃p);7200679;3517472;false;2
B₃M₃¬((p ∨ p) ∨ r);10049951225;3716800;false;2
B₃(M₃¬(r ⇿ r) → r);5589007;3517376;true;2
¬B₃(B₃M₃r ∨ q);91805405247;10376072;false;3
¬M₂M₁B₂(q ∨ r);105629657226;11585592;false;3
¬B₃B₂¬M₃r;96927611631;10376312;false;3
¬M₁B₁M₃(p ⇿ r);100374832736;11328848;false;3
¬(B₁B₁B₁q ∧ p);78713758960;10376328;false;3
q ∧ M₁(B₃M₂q → p);7616526;3449224;false;3
¬r ∧ B₃M₂M₁q;5622919;3451040;false;3
B₃B₁M₃p ∧ (q ∧ r);78179858319;10568944;false;3
M₃B₁B₂q ∧ (r ∨ r);71898504858;10376432;false;3
B₂M₁B₁q → (p ⇿ q);73933376162;10565696;false;3
B₃B₃B₁(p ∧ p) → p;76236239574;10444848;false;3
B₂M₁B₁q ⇿ (q → p);80139318252;10509408;false;3
B₂M₁M₁r ⇿ B₂p;11483279097;6572096;false;3
B₃M₂B₁q ⇿ B₃p;11519258118;6572096;false;3
M₁M₂(B₁p ∨ M₁r);11462240703;6570888;false;3
M₁M₁M₃¬(p ⇿ p);74594977288;10443272;false;3
M₁(¬M₂M₂q ∧ r);77675985632;10443272;false;3
M₁M₁(M₃(q → r) ∧ r);74787364737;10544608;false;3
M₂M₃B₃((r ∨ r) → p);83138117758;10443288;false;3
M₂((B₂B₃q ∨ q) ⇿ q);91617106809;10443328;false;3
M₂M₁¬B₃(q ⇿ r);74657982704;10443312;false;3
M₂M₁((p ∧ p) → M₃p);97995551904;10443328;false;3
M₂¬(p ⇿ B₂B₃q);83435469359;10463792;false;3
M₂M₂((p ∨ q) ∨ M₂r);77197185320;10443472;false;3
M₂B₃(B₂(q ∨ q) → q);65135711425;10443472;false;3
M₂¬¬B₂M₃p;64650369143;10470384;false;3
M₃(M₁M₃r ∨ (q ∧ q));68703133998;10443472;false;3
M₃¬B₁M₁(p ∧ r);74615712515;10443456;false;3
M₃M₃(M₃r ⇿ B₁p);11528856342;6571072;false;3
